dataset,lineage_id,window,source_time,target_time,source_n,target_n,target_detected,sample_source,source_state_0,source_state_1,source_state_2,source_state_3,source_state_4,source_state_5,target_state_0,target_state_1,target_state_2,target_state_3,target_state_4,target_state_5,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
GSE239651,CellTag_0,ispi_d6,day0,ispi_d6,9,2,1,ispi_d6,0,4,0,1,4,0,0,0,0,0,2,0,0.0,0.4444444444444444,0.0,0.1111111111111111,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,2.302585092994046
GSE239651,CellTag_31,ispi_d6,day0,ispi_d6,6,7,1,ispi_d6,0,5,0,0,1,0,0,1,1,0,5,0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,1.9459101490553132
GSE239651,CellTag_39,ispi_d6,day0,ispi_d6,10,26,1,ispi_d6,2,4,0,0,4,0,5,4,3,0,11,3,0.2,0.4,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,2.3978952727983707
GSE239651,CellTag_42,ispi_d6,day0,ispi_d6,1,2,1,ispi_d6,0,1,0,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_43,ispi_d6,day0,ispi_d6,2,2,1,ispi_d6,0,2,0,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_47,ispi_d6,day0,ispi_d6,1,3,1,ispi_d6,1,0,0,0,0,0,1,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_50,ispi_d6,day0,ispi_d6,3,1,1,ispi_d6,1,2,0,0,0,0,1,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_54,ispi_d6,day0,ispi_d6,6,1,1,ispi_d6,0,4,0,0,2,0,0,0,1,0,0,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.9459101490553132
GSE239651,CellTag_61,ispi_d6,day0,ispi_d6,3,1,1,ispi_d6,1,1,0,0,1,0,0,0,1,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_82,ispi_d6,day0,ispi_d6,1,8,1,ispi_d6,0,1,0,0,0,0,1,2,1,1,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_84,ispi_d6,day0,ispi_d6,1,5,1,ispi_d6,0,0,0,0,1,0,1,1,0,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_87,ispi_d6,day0,ispi_d6,11,5,1,ispi_d6,0,6,0,0,5,0,2,1,2,0,0,0,0.0,0.5454545454545454,0.0,0.0,0.45454545454545453,0.0,1.0,0.0,0.0,0.0,2.4849066497880004
GSE239651,CellTag_91,ispi_d6,day0,ispi_d6,5,7,1,ispi_d6,1,3,0,0,1,0,0,1,1,1,4,0,0.2,0.6,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,1.791759469228055
GSE239651,CellTag_92,ispi_d6,day0,ispi_d6,5,13,1,ispi_d6,0,3,0,0,2,0,2,2,1,2,6,0,0.0,0.6,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.791759469228055
GSE239651,CellTag_99,ispi_d6,day0,ispi_d6,17,17,1,ispi_d6,2,12,0,0,3,0,6,3,1,1,5,1,0.11764705882352941,0.7058823529411765,0.0,0.0,0.17647058823529413,0.0,1.0,0.0,0.0,0.0,2.8903717578961645
GSE239651,CellTag_105,ispi_d6,day0,ispi_d6,2,5,1,ispi_d6,1,1,0,0,0,0,0,0,0,2,3,0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_111,ispi_d6,day0,ispi_d6,5,5,1,ispi_d6,0,2,0,0,3,0,1,1,0,0,3,0,0.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,1.791759469228055
GSE239651,CellTag_114,ispi_d6,day0,ispi_d6,8,5,1,ispi_d6,0,6,0,0,2,0,0,1,0,0,4,0,0.0,0.75,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,2.1972245773362196
GSE239651,CellTag_152,ispi_d6,day0,ispi_d6,2,6,1,ispi_d6,0,2,0,0,0,0,4,0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_153,ispi_d6,day0,ispi_d6,4,4,1,ispi_d6,0,3,0,0,1,0,0,0,1,0,3,0,0.0,0.75,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_168,ispi_d6,day0,ispi_d6,4,2,1,ispi_d6,0,2,0,0,2,0,0,1,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_173,ispi_d6,day0,ispi_d6,1,3,1,ispi_d6,1,0,0,0,0,0,0,1,0,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_174,ispi_d6,day0,ispi_d6,8,10,1,ispi_d6,1,4,0,0,3,0,4,1,1,0,4,0,0.125,0.5,0.0,0.0,0.375,0.0,1.0,0.0,0.0,0.0,2.1972245773362196
GSE239651,CellTag_189,ispi_d6,day0,ispi_d6,2,3,1,ispi_d6,0,1,0,0,1,0,1,1,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_190,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_194,ispi_d6,day0,ispi_d6,2,2,1,ispi_d6,0,0,0,0,2,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_203,ispi_d6,day0,ispi_d6,7,1,1,ispi_d6,0,5,0,0,1,1,0,0,1,0,0,0,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0,0.0,0.0,0.0,2.0794415416798357
GSE239651,CellTag_227,ispi_d6,day0,ispi_d6,10,5,1,ispi_d6,0,4,0,0,6,0,2,0,0,1,2,0,0.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,2.3978952727983707
GSE239651,CellTag_241,ispi_d6,day0,ispi_d6,2,5,1,ispi_d6,1,0,0,0,1,0,1,3,0,0,1,0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_257,ispi_d6,day0,ispi_d6,3,14,1,ispi_d6,0,3,0,0,0,0,2,2,2,2,6,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_306,ispi_d6,day0,ispi_d6,15,9,1,ispi_d6,0,12,0,0,3,0,3,0,0,0,4,2,0.0,0.8,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,2.772588722239781
GSE239651,CellTag_317,ispi_d6,day0,ispi_d6,2,1,1,ispi_d6,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_332,ispi_d6,day0,ispi_d6,2,3,1,ispi_d6,0,2,0,0,0,0,0,0,0,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_354,ispi_d6,day0,ispi_d6,7,1,1,ispi_d6,0,1,0,0,0,6,0,0,0,0,0,1,0.0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,1.0,0.0,0.0,0.0,2.0794415416798357
GSE239651,CellTag_372,ispi_d6,day0,ispi_d6,2,3,1,ispi_d6,0,1,0,0,1,0,0,1,0,0,2,0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_425,ispi_d6,day0,ispi_d6,2,4,1,ispi_d6,0,2,0,0,0,0,0,1,0,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_478,ispi_d6,day0,ispi_d6,10,1,1,ispi_d6,1,3,0,0,6,0,0,1,0,0,0,0,0.1,0.3,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,2.3978952727983707
GSE239651,CellTag_495,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_504,ispi_d6,day0,ispi_d6,2,3,1,ispi_d6,0,2,0,0,0,0,0,0,0,1,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_507,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_563,ispi_d6,day0,ispi_d6,3,2,1,ispi_d6,1,1,0,0,1,0,1,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_583,ispi_d6,day0,ispi_d6,2,3,1,ispi_d6,1,0,0,0,1,0,0,0,0,0,3,0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_598,ispi_d6,day0,ispi_d6,2,3,1,ispi_d6,0,2,0,0,0,0,0,1,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_642,ispi_d6,day0,ispi_d6,5,3,1,ispi_d6,0,4,0,0,1,0,1,0,0,1,1,0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,1.791759469228055
GSE239651,CellTag_653,ispi_d6,day0,ispi_d6,6,3,1,ispi_d6,1,4,0,0,1,0,1,0,0,0,2,0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,1.9459101490553132
GSE239651,CellTag_668,ispi_d6,day0,ispi_d6,1,6,1,ispi_d6,0,0,0,0,0,1,3,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_676,ispi_d6,day0,ispi_d6,5,5,1,ispi_d6,0,4,0,0,1,0,1,1,0,0,3,0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,1.791759469228055
GSE239651,CellTag_700,ispi_d6,day0,ispi_d6,2,1,1,ispi_d6,0,0,0,0,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_703,ispi_d6,day0,ispi_d6,4,4,1,ispi_d6,0,3,0,0,1,0,2,0,0,0,2,0,0.0,0.75,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_728,ispi_d6,day0,ispi_d6,4,2,1,ispi_d6,2,2,0,0,0,0,0,1,0,0,1,0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_749,ispi_d6,day0,ispi_d6,6,7,1,ispi_d6,1,4,0,0,1,0,1,4,0,0,2,0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,1.9459101490553132
GSE239651,CellTag_760,ispi_d6,day0,ispi_d6,2,3,1,ispi_d6,0,1,0,0,1,0,0,0,0,0,3,0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_765,ispi_d6,day0,ispi_d6,5,4,1,ispi_d6,0,2,0,0,3,0,1,1,0,1,1,0,0.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,1.791759469228055
GSE239651,CellTag_858,ispi_d6,day0,ispi_d6,4,3,1,ispi_d6,0,3,0,0,1,0,1,0,0,0,2,0,0.0,0.75,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_865,ispi_d6,day0,ispi_d6,4,3,1,ispi_d6,0,2,0,0,2,0,0,1,0,0,2,0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_882,ispi_d6,day0,ispi_d6,4,4,1,ispi_d6,0,3,0,0,1,0,0,1,0,0,3,0,0.0,0.75,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_883,ispi_d6,day0,ispi_d6,4,5,1,ispi_d6,1,3,0,0,0,0,0,2,0,0,1,2,0.25,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_936,ispi_d6,day0,ispi_d6,1,2,1,ispi_d6,0,0,0,0,1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_973,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_995,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_1024,ispi_d6,day0,ispi_d6,4,2,1,ispi_d6,1,2,0,0,1,0,0,1,0,0,1,0,0.25,0.5,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_1076,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_1091,ispi_d6,day0,ispi_d6,3,1,1,ispi_d6,0,1,0,0,2,0,1,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_1235,ispi_d6,day0,ispi_d6,2,2,1,ispi_d6,2,0,0,0,0,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_1238,ispi_d6,day0,ispi_d6,1,2,1,ispi_d6,0,0,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_1281,ispi_d6,day0,ispi_d6,4,3,1,ispi_d6,1,2,0,0,1,0,0,1,0,0,2,0,0.25,0.5,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_1298,ispi_d6,day0,ispi_d6,3,3,1,ispi_d6,1,2,0,0,0,0,1,0,0,1,1,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_1391,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_1486,ispi_d6,day0,ispi_d6,1,2,1,ispi_d6,0,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_1600,ispi_d6,day0,ispi_d6,2,4,1,ispi_d6,0,1,0,0,0,1,3,0,0,1,0,0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_1728,ispi_d6,day0,ispi_d6,9,4,1,ispi_d6,0,5,0,0,4,0,1,1,1,0,1,0,0.0,0.5555555555555556,0.0,0.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,2.302585092994046
GSE239651,CellTag_1759,ispi_d6,day0,ispi_d6,1,2,1,ispi_d6,0,1,0,0,0,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_1889,ispi_d6,day0,ispi_d6,1,3,1,ispi_d6,0,0,0,0,1,0,0,1,0,2,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_2361,ispi_d6,day0,ispi_d6,3,2,1,ispi_d6,0,1,0,0,2,0,0,0,0,0,0,2,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_2735,ispi_d6,day0,ispi_d6,3,1,1,ispi_d6,0,3,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_2772,ispi_d6,day0,ispi_d6,2,1,1,ispi_d6,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_2810,ispi_d6,day0,ispi_d6,2,3,1,ispi_d6,0,1,0,0,1,0,1,0,0,1,1,0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_3217,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_3347,ispi_d6,day0,ispi_d6,3,3,1,ispi_d6,0,2,0,0,1,0,0,2,0,0,1,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_3460,ispi_d6,day0,ispi_d6,2,1,1,ispi_d6,0,2,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_3879,ispi_d6,day0,ispi_d6,1,4,1,ispi_d6,0,0,0,0,1,0,1,0,0,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_3961,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_4032,ispi_d6,day0,ispi_d6,1,3,1,ispi_d6,0,0,0,0,1,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_4476,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_4512,ispi_d6,day0,ispi_d6,2,1,1,ispi_d6,0,2,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_4536,ispi_d6,day0,ispi_d6,1,2,1,ispi_d6,0,1,0,0,0,0,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_4671,ispi_d6,day0,ispi_d6,1,2,1,ispi_d6,0,0,0,0,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_4810,ispi_d6,day0,ispi_d6,1,6,1,ispi_d6,0,1,0,0,0,0,2,2,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_4897,ispi_d6,day0,ispi_d6,2,1,1,ispi_d6,0,2,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_5102,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_5595,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_5860,ispi_d6,day0,ispi_d6,3,1,1,ispi_d6,0,2,0,0,1,0,1,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_6134,ispi_d6,day0,ispi_d6,1,3,1,ispi_d6,0,1,0,0,0,0,0,0,0,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_6526,ispi_d6,day0,ispi_d6,3,3,1,ispi_d6,1,1,0,0,1,0,0,1,0,0,2,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.3862943611198906
GSE239651,CellTag_7230,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_7610,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_7977,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_10351,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_10982,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_17405,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_30644,ispi_d6,day0,ispi_d6,1,1,1,ispi_d6,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_0,ispi_d31,day0,ispi_d31,9,1,1,ispi_d31,0,4,0,1,4,0,0,0,0,0,1,0,0.0,0.4444444444444444,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,2.302585092994046
GSE239651,CellTag_31,ispi_d31,day0,ispi_d31,6,4,1,ispi_d31,0,5,0,0,1,0,0,0,0,1,3,0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,1.9459101490553132
GSE239651,CellTag_39,ispi_d31,day0,ispi_d31,10,25,1,ispi_d31,2,4,0,0,4,0,1,3,0,11,10,0,0.2,0.4,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,2.3978952727983707
GSE239651,CellTag_42,ispi_d31,day0,ispi_d31,1,4,1,ispi_d31,0,1,0,0,0,0,0,2,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_82,ispi_d31,day0,ispi_d31,1,10,1,ispi_d31,0,1,0,0,0,0,4,0,0,6,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6931471805599453
GSE239651,CellTag_92,ispi_d31,day0,ispi_d31,5,33,1,ispi_d31,0,3,0,0,2,0,3,5,0,15,10,0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0,1.791759469228055
GSE239651,CellTag_99,ispi_d31,day0,ispi_d31,17,9,1,ispi_d31,2,12,0,0,3,0,1,0,0,6,2,0,0.11764705882352941,0.7058823529411765,0.0,0.0,0.17647058823529413,0.0,0.0,1.0,0.0,0.0,2.8903717578961645
GSE239651,CellTag_153,ispi_d31,day0,ispi_d31,4,3,1,ispi_d31,0,3,0,0,1,0,1,0,0,2,0,0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.6094379124341003
GSE239651,CellTag_174,ispi_d31,day0,ispi_d31,8,14,1,ispi_d31,1,4,0,0,3,0,1,2,0,6,5,0,0.125,0.5,0.0,0.0,0.375,0.0,0.0,1.0,0.0,0.0,2.1972245773362196
GSE239651,CellTag_203,ispi_d31,day0,ispi_d31,7,1,1,ispi_d31,0,5,0,0,1,1,0,0,0,0,1,0,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,1.0,0.0,0.0,2.0794415416798357
GSE239651,CellTag_227,ispi_d31,day0,ispi_d31,10,4,1,ispi_d31,0,4,0,0,6,0,0,1,0,1,2,0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,2.3978952727983707
GSE239651,CellTag_306,ispi_d31,day0,ispi_d31,15,24,1,ispi_d31,0,12,0,0,3,0,3,3,0,9,9,0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,2.772588722239781
GSE239651,CellTag_332,ispi_d31,day0,ispi_d31,2,4,1,ispi_d31,0,2,0,0,0,0,2,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_372,ispi_d31,day0,ispi_d31,2,3,1,ispi_d31,0,1,0,0,1,0,1,1,0,1,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0986122886681098
GSE239651,CellTag_386,ispi_d31,day0,ispi_d31,3,1,1,ispi_d31,0,2,0,0,1,0,0,0,0,1,0,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.3862943611198906
